0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,label
0,0,0.003753972,-0.106745243,-0.022319129,-0.183798006,-0.028701854,-0.246249991,-0.018164741,-0.309422307,-0.161474168,-0.162255619,-0.142213051,-0.256507432,-0.085070541,-0.28464822,-0.042821986,-0.290819771,-0.174128416,-0.143945911,-0.138596969,-0.238479709,-0.086477088,-0.234847002,-0.063016965,-0.218184204,-0.167531681,-0.123319181,-0.094802877,-0.202725244,-0.04879549,-0.166849065,-0.042506312,-0.12950932,-0.143371241,-0.106428448,-0.079781808,-0.165102943,-0.047167045,-0.137587022,-0.047998051,-0.10597225,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,0.023137574,-0.084552167,0.006027027,-0.172353955,-0.003644347,-0.236464416,0.004314476,-0.294429903,-0.0701305,-0.188920746,-0.065735965,-0.252481646,-0.036665379,-0.285639711,-0.009095076,-0.306204077,-0.096729901,-0.175069603,-0.096484903,-0.257953094,-0.053054842,-0.275794875,-0.02549978,-0.286430265,-0.118689585,-0.152355553,-0.083663125,-0.216517347,-0.041764931,-0.165424874,-0.040825796,-0.126433178,-0.136526633,-0.126653524,-0.094262158,-0.182852485,-0.062824913,-0.145868716,-0.068234786,-0.110607404,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.044658276,-0.094328336,-0.079112873,-0.173733426,-0.071469142,-0.242820112,-0.053742981,-0.293299128,-0.186298145,-0.140104461,-0.180223001,-0.245165172,-0.124861582,-0.263858292,-0.085203252,-0.262835194,-0.158190842,-0.12092649,-0.103764665,-0.245538774,-0.048596909,-0.280600608,-0.025718746,-0.302141553,-0.11234817,-0.10671505,-0.035660206,-0.208739036,-0.011344974,-0.180080286,-0.019102869,-0.147493104,-0.059928528,-0.100829471,0.004302914,-0.178837861,0.017861826,-0.152719673,0.003949817,-0.120441211,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.07696545,-0.071062484,-0.131524526,-0.134744793,-0.143676309,-0.188358365,-0.139767673,-0.224820126,-0.208751463,-0.113631443,-0.217417755,-0.221791978,-0.164397232,-0.255781367,-0.121049672,-0.267685096,-0.168118305,-0.08551068,-0.108306288,-0.235586851,-0.059141313,-0.300670781,-0.037067784,-0.340395498,-0.110202197,-0.068534158,-0.03490259,-0.197197403,-0.005825993,-0.176677561,-0.009021309,-0.141029261,-0.048655484,-0.063454928,0.007905065,-0.170482619,0.024854279,-0.153380126,0.014610327,-0.116901926,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,0.009330003,-0.088423467,-0.024998053,-0.17578497,-0.046298794,-0.243684846,-0.046922703,-0.305743665,-0.123916317,-0.166796603,-0.122501459,-0.237093433,-0.090590931,-0.271937646,-0.065346177,-0.291058788,-0.152086501,-0.14937027,-0.151708964,-0.234100882,-0.103299041,-0.236467955,-0.083117494,-0.230048207,-0.166941993,-0.124885152,-0.125599344,-0.19905278,-0.070114095,-0.159787033,-0.064420671,-0.121263021,-0.171089722,-0.097400284,-0.122698678,-0.159261909,-0.083554399,-0.130731482,-0.086098337,-0.096519945,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,0.023535864,-0.0863242,0.003337481,-0.173363195,-0.012960172,-0.23654926,-0.020023598,-0.295125042,-0.071500831,-0.180224844,-0.06480417,-0.23937452,-0.041653184,-0.277786581,-0.022454601,-0.307475798,-0.098997558,-0.16822936,-0.100044112,-0.251049139,-0.057954147,-0.274849599,-0.031793461,-0.291703166,-0.121904386,-0.147730145,-0.093067068,-0.219472575,-0.05046079,-0.170012831,-0.051089688,-0.13238389,-0.141155193,-0.123902961,-0.101541009,-0.185189011,-0.068714463,-0.147264295,-0.074148179,-0.110624264,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.037810097,-0.111390016,-0.069109801,-0.204657758,-0.055276544,-0.283217036,-0.030359371,-0.342904535,-0.217399014,-0.151580084,-0.206839185,-0.264519516,-0.145203058,-0.274482845,-0.100351971,-0.258325287,-0.19026668,-0.115529701,-0.1033144,-0.236759093,-0.048843209,-0.222383069,-0.044111155,-0.199538999,-0.137105622,-0.086819232,-0.042600733,-0.192493867,-0.019974623,-0.158620314,-0.039972304,-0.122300646,-0.078294904,-0.068462779,-0.001784242,-0.157699883,0.009480546,-0.134322148,-0.014936094,-0.101327643,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.068263687,-0.077509575,-0.120757441,-0.148418743,-0.128795232,-0.205736373,-0.120049127,-0.243568301,-0.198255075,-0.128235584,-0.205609437,-0.237804516,-0.1440514,-0.264776292,-0.10036111,-0.26497666,-0.154875548,-0.094797661,-0.086704108,-0.251814366,-0.026232451,-0.308979139,-0.007691105,-0.339398968,-0.093566203,-0.072334941,-0.007124523,-0.201604144,0.021102979,-0.177635136,0.007259013,-0.135653405,-0.029189852,-0.064135673,0.040142053,-0.169815965,0.054316841,-0.150384214,0.033435714,-0.108667938,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.035760549,-0.122939832,-0.075653866,-0.207296583,-0.072037102,-0.275386449,-0.052834268,-0.332906591,-0.240043728,-0.12980512,-0.244760387,-0.244442221,-0.184719678,-0.259986767,-0.145101418,-0.24302618,-0.215959146,-0.087805843,-0.149936404,-0.211855441,-0.090632023,-0.193055417,-0.096765769,-0.157105353,-0.165481229,-0.057877843,-0.088916859,-0.172486903,-0.053761603,-0.149021107,-0.072966221,-0.11130176,-0.109442587,-0.043193464,-0.044713701,-0.130159254,-0.022115151,-0.108534877,-0.042487995,-0.070737053,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.004535342,-0.105373519,-0.042162585,-0.184775248,-0.056483138,-0.248109146,-0.044071722,-0.309543919,-0.201847926,-0.151840333,-0.193480563,-0.246488546,-0.132357337,-0.267746751,-0.089552159,-0.262175665,-0.210335711,-0.122822175,-0.164579924,-0.222834673,-0.103864992,-0.210544589,-0.091677047,-0.186466652,-0.194515303,-0.096368825,-0.113964909,-0.181280295,-0.063273159,-0.152585856,-0.065278238,-0.120913676,-0.160579699,-0.075906441,-0.091718381,-0.140093238,-0.05684911,-0.11841214,-0.062930348,-0.090531683,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,0.01383267,-0.11096392,-0.005606877,-0.19482067,-0.002534147,-0.257896528,0.015386503,-0.321893897,-0.167585489,-0.176928286,-0.13425342,-0.273749646,-0.070349962,-0.288172123,-0.028437245,-0.27996727,-0.174494097,-0.153694996,-0.111801887,-0.248968236,-0.060374011,-0.222426812,-0.055597581,-0.190989752,-0.160783896,-0.130046909,-0.074234218,-0.209243147,-0.0320908,-0.169162875,-0.037261566,-0.132447436,-0.130170497,-0.110905972,-0.062181353,-0.170134842,-0.031746576,-0.142345946,-0.038134819,-0.113791566,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.05067874,-0.080574885,-0.088498394,-0.157127528,-0.090102626,-0.217520145,-0.082011272,-0.250578102,-0.166283657,-0.145494058,-0.142004299,-0.254953311,-0.09356459,-0.268437763,-0.065738086,-0.264805434,-0.127193457,-0.119573569,-0.059385158,-0.255125441,-0.011062356,-0.316212975,0.012607134,-0.35949716,-0.071271762,-0.100758398,0.002321865,-0.214393017,0.022249712,-0.189825415,0.015010235,-0.155925101,-0.010652679,-0.093138821,0.038826109,-0.183379665,0.047014037,-0.165145901,0.035869346,-0.136615209,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.05509383,-0.068745832,-0.087357003,-0.14844839,-0.072956097,-0.217951012,-0.042555722,-0.260600896,-0.154774316,-0.148365573,-0.132940228,-0.264591633,-0.07944549,-0.273934716,-0.046270945,-0.265561356,-0.111396644,-0.132408089,-0.053473991,-0.265733307,-0.001956831,-0.316224304,0.022634715,-0.354378013,-0.057010224,-0.118877729,0.01042798,-0.218441423,0.020366969,-0.186188869,0.005203329,-0.151869656,0.000424446,-0.112811282,0.047169303,-0.189689025,0.052108109,-0.163017458,0.038157583,-0.133358858,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.028974555,-0.098414897,-0.076260167,-0.175639203,-0.091415588,-0.230608262,-0.088814783,-0.272544641,-0.207220022,-0.149873333,-0.198170277,-0.248516265,-0.145386113,-0.265578509,-0.10399835,-0.26431361,-0.182563939,-0.116881447,-0.112364684,-0.242894429,-0.054147974,-0.287247328,-0.024877412,-0.316496863,-0.135850451,-0.091913421,-0.041311165,-0.190416947,-0.014923082,-0.157738216,-0.021269458,-0.119908859,-0.080815029,-0.076535216,-0.003022588,-0.152109733,0.013354872,-0.12725951,-0.001097093,-0.093620079,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,0.041057707,-0.086553685,0.042561444,-0.169054455,0.035238763,-0.227989908,0.032714132,-0.278489617,-0.035368766,-0.202878981,-0.011356125,-0.266018929,0.027404049,-0.292996837,0.060851873,-0.307169228,-0.068382884,-0.20023581,-0.051454948,-0.273048393,-0.002745926,-0.2936287,0.041286799,-0.29823652,-0.095850937,-0.186342403,-0.029233518,-0.217536652,0.004037433,-0.153179959,0.011559651,-0.099947308,-0.116639344,-0.164976881,-0.045831824,-0.187380492,-0.012188452,-0.138140479,-0.006765499,-0.093664781,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,0.070522391,-0.067881873,0.083768492,-0.162598543,0.074019683,-0.241597323,0.088918964,-0.301574374,0.061658411,-0.195553256,0.065396243,-0.248482443,0.080767188,-0.287259332,0.093899689,-0.318995796,0.023721064,-0.191945163,0.024912082,-0.253628692,0.034226541,-0.269055658,0.042407959,-0.273468787,-0.01406406,-0.180733709,-0.012377489,-0.224945134,0.004475495,-0.16919739,0.015571381,-0.120262384,-0.052474727,-0.169521636,-0.043191916,-0.196737561,-0.024175902,-0.149367369,-0.010959967,-0.109703763,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.061321985,-0.093414427,-0.109319215,-0.160475596,-0.11893394,-0.219056745,-0.115363271,-0.256771457,-0.209287805,-0.118861911,-0.229693916,-0.229996434,-0.178352118,-0.256000257,-0.133254316,-0.258484862,-0.179640189,-0.095006697,-0.132535229,-0.229361048,-0.086741119,-0.274256356,-0.06597422,-0.300938184,-0.1330311,-0.080829947,-0.058650747,-0.186368009,-0.039049369,-0.158173136,-0.047871099,-0.125023554,-0.081542481,-0.078270893,-0.017598696,-0.160059491,-0.006222709,-0.13408856,-0.022055566,-0.098640763,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.078574228,-0.04809642,-0.133859762,-0.116776036,-0.143655778,-0.187260513,-0.133465187,-0.235816553,-0.176382557,-0.100568785,-0.191248509,-0.209834824,-0.151537808,-0.241928777,-0.120902101,-0.251880341,-0.124395029,-0.08517628,-0.08216032,-0.244952605,-0.045995522,-0.324475326,-0.030035787,-0.378379467,-0.061675982,-0.078145006,-0.00426252,-0.212965438,0.010612243,-0.190518162,0.0001254,-0.155163312,0.000720592,-0.082554763,0.041697542,-0.188243367,0.048471927,-0.166636627,0.035313433,-0.131791446,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.073088637,-0.058069352,-0.107798804,-0.143043442,-0.085464187,-0.221266106,-0.045286849,-0.271538943,-0.137009027,-0.110212552,-0.129389646,-0.210639028,-0.095210847,-0.250572329,-0.065608883,-0.265764872,-0.076023522,-0.089373,-0.030592321,-0.245898566,0.007750061,-0.330528286,0.031050105,-0.379541675,-0.00778826,-0.078691594,0.030771856,-0.227751079,0.028582555,-0.212777632,0.013057602,-0.169623111,0.055235761,-0.082585473,0.08158026,-0.207583113,0.068938021,-0.190064322,0.044767343,-0.149144907,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.07438096,-0.063062842,-0.124637548,-0.133260854,-0.130889665,-0.200088987,-0.119835463,-0.247896091,-0.202623766,-0.113526099,-0.212983739,-0.224399525,-0.166551746,-0.253787244,-0.130146538,-0.263148349,-0.161993422,-0.091883549,-0.103447995,-0.245431204,-0.053345299,-0.302400487,-0.032379144,-0.339672955,-0.103669141,-0.079345051,-0.024987715,-0.202366784,-0.004615299,-0.174529386,-0.014141836,-0.137570185,-0.04033739,-0.078464249,0.02023732,-0.17175541,0.028137514,-0.145715641,0.00928914,-0.108861732,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,0.009174944,-0.099183685,-0.021142187,-0.180611509,-0.04484687,-0.241477224,-0.050563826,-0.297095411,-0.128704067,-0.183537475,-0.139727219,-0.257611463,-0.102458368,-0.287097724,-0.064709841,-0.296553814,-0.153271111,-0.166548711,-0.136431527,-0.234244578,-0.094851406,-0.250379997,-0.057822309,-0.248277742,-0.164487826,-0.139979128,-0.096791585,-0.185189173,-0.04680405,-0.145569512,-0.016443628,-0.102469241,-0.163388529,-0.108577116,-0.101296997,-0.14580113,-0.053551759,-0.125663039,-0.026311962,-0.097294177,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,0.016129026,-0.090332734,-0.020026879,-0.170128798,-0.065034157,-0.216984234,-0.100089823,-0.243986378,-0.094440244,-0.188506287,-0.085380043,-0.263141633,-0.060438585,-0.303180749,-0.033731374,-0.321703587,-0.136274149,-0.17333944,-0.15066852,-0.257912342,-0.107313769,-0.272670701,-0.05966815,-0.263123751,-0.161677047,-0.145815122,-0.10914624,-0.191440011,-0.049179845,-0.138086678,-0.017185617,-0.088709121,-0.174287809,-0.111533869,-0.110023995,-0.144331608,-0.060799118,-0.108572092,-0.037145686,-0.07387661,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
0,0,-0.055835785,-0.08857096,-0.103898523,-0.168512128,-0.105695902,-0.245114817,-0.090692397,-0.302264838,-0.22917192,-0.115914723,-0.23735708,-0.232663434,-0.179702566,-0.25679207,-0.134891805,-0.256086783,-0.190299694,-0.084946916,-0.126033231,-0.232420364,-0.072367077,-0.263098465,-0.053801121,-0.273486277,-0.132507772,-0.066373661,-0.053563666,-0.185945941,-0.032250398,-0.15319912,-0.042955863,-0.112415443,-0.071806315,-0.060640115,-0.010451828,-0.154287888,0.001713742,-0.126780397,-0.015612303,-0.087275462,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0
